Date,SOURCEURL,Label,N_label,AvgTone
2015-01-08,http://www.travelpulse.com/news/features/bookingcom-provides-month-by-month-travel-recommendations.html,Customer_Privacy,22.0,54.11764705882355
2015-02-17,http://www.ots.at/presseaussendung/OTE_20150217_OTE0003/pick-your-perfect-stay-as-bookingcom-adds-its-600000th-property,Employee_Engagement_Inclusion_And_Diversity,8.0,77.5438480172018
2015-02-18,http://www.tnooz.com/article/booking-com-ad-cleared/,Business_Ethics,0.0,30.2867383512545
2015-03-23,http://www.booking.com/region/us/indiana.en.html?aid=318760&label=msn-AMINM4FaGaoWvazQP7O3Aw-6302353129,Customer_Welfare,6.0,97.61904761904775
2015-04-02,http://skift.com/2015/04/02/germany-rejects-booking-com-proposal-on-hotel-rate-practices/,Business_Ethics,0.0,31.78137651821865
2015-04-06,http://www.natlawreview.com/article/german-competition-authority-fco-sends-statement-objections-to-bookingcom,Competitive_Behavior,4.0,54.658385093167695
2015-04-09,http://www.booking.com/hotel/gr/ambassador.en.html?aid=330632&label=msn-rvovpuSb_cBBmUHJq8leIA-5367550798,Director_Removal,7.0,67.62820512820514
2015-04-09,http://www.booking.com/city/us/new-york.html?aid=306742&label=msn-BUXb9eSpR_5kFD2bPEzPGQ-6303835433,Business_Model_Resilience,3.0,80.446549391069
2015-04-09,http://www.booking.com/hotel/se/first-reisen.en.html?aid=330632&label=msn-VjGJZku88oRyC5UeTfQxiA-457039241,Director_Removal,7.0,54.8076923076923
2015-04-10,http://www.booking.com/city/th/bangkok.html?aid=306742&label=msn-i3_Ked6YedeYnqhfuAUFrA-5368112713,Business_Model_Resilience,3.0,87.0967741935484
2015-04-10,http://www.booking.com/city/us/new-york.html?aid=306742&label=msn-BUXb9eSpR_5kFD2bPEzPGQ-6303871664,Business_Model_Resilience,3.0,78.86002886002889
2015-04-10,http://www.booking.com/region/us/louisiana.en.html?aid=318760&label=msn-JMBApkLOvv0eyKZbH4GFdA-6302348810,Management_Of_Legal_And_Regulatory_Framework,12.0,87.5586854460094
2015-04-15,http://www.booking.com/region/cl/chiloe.en.html?aid=318760&label=msn-WHZXFsn3u8f9g3rvFOlA_Q-6302334440,Management_Of_Legal_And_Regulatory_Framework,12.0,43.30236122804935
2015-04-15,http://www.booking.com/hotel/bh/the-domain-bahrian.en.html?aid=330632&label=msn-64Qs4M_zEfsqPue97qJ*qQ-6311144360,Director_Removal,7.0,55.9880239520958
2015-04-15,http://www.booking.com/city/tj/dushanbe-tj.en.html?aid=306742&label=msn-sjsFFKQz*m3oGc01eSRoJA-6309059103,Business_Ethics,0.0,71.27659574468085
2015-04-16,http://www.booking.com/city/tj/dushanbe-tj.en.html?aid=306742&label=msn-TgC*G0RXuBk9fGU7UKqBxw-6309059103,Customer_Welfare,6.0,71.27659574468085
2015-04-16,http://www.booking.com/hotel/bh/the-domain-bahrian.en.html?aid=330632&label=msn-64Qs4M_zEfsqPue97qJ*qQ-6311144359,Director_Removal,7.0,58.07635829662266
2015-04-21,http://www.4-traders.com/news/Italian-Competition-Authority--Commitments-offered-by-Bookingcom-closed-the-investigation-in-Ital--20227101/,Competitive_Behavior,4.0,56.0240963855422
2015-04-21,http://www.expatica.com/fr/news/country-news/Bookingcom-to-loosen-grip-on-hotel-prices-in-France-Italy-Sweden_470785.html,Competitive_Behavior,4.0,38.04706916409045
2015-04-21,http://www.themalaymailonline.com/travel/article/booking.com-to-loosen-grip-on-hotel-prices-in-france-italy-sweden,Competitive_Behavior,4.0,37.018010769326
2015-04-21,http://www.4-traders.com/PRICELINE-GROUP-INC-10413/news/Bookingcom-settles-Antitrust-Complaints-20228942/,Data_Security,1.0,38.50574712643675
2015-04-21,http://www.booking.com/hotel/us/ambassador-inn-manchester.en.html?aid=330632&label=msn-rELENik5Ny7VzJStRyrFgQ-489568869,Director_Removal,7.0,55.226480836236945
2015-04-21,http://www.cio.com.au/article/573123/booking-com-will-no-longer-require-european-hotels-offer-it-better-room-prices/,Data_Security,1.0,51.500145387119304
2015-04-22,http://www.4-traders.com/MARRIOTT-INTERNATIONAL-IN-14633490/news/Bookingcom-to-Create-Free-Websites-for-Small-Hotels-20235466/,Systemic_Risk_Management,18.0,51.3927576601671
2015-04-22,http://www.4-traders.com/news/Italian-Competition-Authority--I779-Commitments-offeresd-by-Bookingcom-closed-the-investigation--20233304/,Competitive_Behavior,4.0,56.013745704467354
2015-04-22,http://computerworld.com.sg/tech/internet/bookingcom-will-no-longer-require-european-hotels-to-offer-it-better-room-prices/,Business_Model_Resilience,3.0,52.06071021980908
2015-04-22,http://www.booking.com/city/us/new-york.en.html?aid=306742&label=msn-EqspE7IUyuI11VKefJoWhQ-8491419953,Business_Model_Resilience,3.0,80.5937824058071
2015-04-22,http://www.booking.com/hotel/it/trerose.html?aid=330632&label=msn-GYceYiX5uDRmgsFBO9LnHA-489570745,Management_Of_Legal_And_Regulatory_Framework,12.0,45.58823529411765
2015-04-23,http://www.finanznachrichten.de/nachrichten-2015-04/33487703-booking-com-launches-bookingsuite-introduces-new-groundbreaking-websites-for-property-owners-008.htm,Product_Design_And_Lifecycle_Management,15.0,70.58765527144179
2015-04-24,http://www.travolution.co.uk/articles/2015/04/24/11969/bha-blast-for-booking-com-competition-ruling-in-europe.html,Supply_Chain_Management,17.0,76.94610778443115
2015-04-28,http://www.booking.com/hotel/gr/ambassador.en.html?aid=330632&label=msn-rvovpuSb_cBBmUHJq8leIA-456972246,Director_Removal,7.0,66.99029126213595
2015-04-28,http://www.theguardian.com/media/media-blog/2015/apr/28/booking-com-audi-shell-ad-break,Business_Model_Resilience,3.0,60.06036217303825
2015-04-28,http://www.booking.com/hotel/gr/ambassador.en.html?aid=330632&label=msn-rvovpuSb_cBBmUHJq8leIA-456972248,Director_Removal,7.0,67.62820512820514
2015-04-29,http://www.afr.com/lifestyle/travel/bookingcoms-gillian-tans-how-a-travel-executive-travels-20150429-1mpo4n,Customer_Welfare,6.0,59.3457943925234
2015-05-01,http://www.autorentalnews.com/news/story/2015/04/cartrawler-acquires-taxi-booking-company.aspx,Product_Design_And_Lifecycle_Management,15.0,76.0416666666667
2015-05-06,http://www.booking.com/city/us/new-york.en.html?aid=306742&label=msn-TiQJPEWJH6DhHWqRPD1dng-8491419954,Business_Model_Resilience,3.0,88.64353312302839
2015-05-12,http://www.booking.com/city/pa/panama.en.html?aid=346685&label=msn-WMOfag0cEGHHPfWMpqyOow-6303873832,Product_Design_And_Lifecycle_Management,15.0,99.66887417218558
