Date,SOURCEURL,Label,N_label,AvgTone
2015-01-08,http://www.travelpulse.com/news/features/bookingcom-provides-month-by-month-travel-recommendations.html,Customer_Privacy,22.0,58.23529411764709
2015-02-17,http://www.ots.at/presseaussendung/OTE_20150217_OTE0003/pick-your-perfect-stay-as-bookingcom-adds-its-600000th-property,Employee_Engagement_Inclusion_And_Diversity,8.0,100.0
2015-02-18,http://www.tnooz.com/article/booking-com-ad-cleared/,Business_Ethics,0.0,10.573476702509002
2015-03-23,http://www.booking.com/region/us/indiana.en.html?aid=318760&label=msn-AMINM4FaGaoWvazQP7O3Aw-6302353129,Customer_Welfare,6.0,100.0
2015-04-02,http://skift.com/2015/04/02/germany-rejects-booking-com-proposal-on-hotel-rate-practices/,Business_Ethics,0.0,13.562753036437297
2015-04-06,http://www.natlawreview.com/article/german-competition-authority-fco-sends-statement-objections-to-bookingcom,Competitive_Behavior,4.0,59.3167701863354
2015-04-09,http://www.booking.com/hotel/gr/ambassador.en.html?aid=330632&label=msn-rvovpuSb_cBBmUHJq8leIA-5367550798,Director_Removal,7.0,85.25641025641029
2015-04-09,http://www.booking.com/city/us/new-york.html?aid=306742&label=msn-BUXb9eSpR_5kFD2bPEzPGQ-6303835433,Business_Model_Resilience,3.0,100.0
2015-04-09,http://www.booking.com/hotel/se/first-reisen.en.html?aid=330632&label=msn-VjGJZku88oRyC5UeTfQxiA-457039241,Director_Removal,7.0,59.615384615384606
2015-04-10,http://www.booking.com/city/th/bangkok.html?aid=306742&label=msn-i3_Ked6YedeYnqhfuAUFrA-5368112713,Business_Model_Resilience,3.0,100.0
2015-04-10,http://www.booking.com/city/us/new-york.html?aid=306742&label=msn-BUXb9eSpR_5kFD2bPEzPGQ-6303871664,Business_Model_Resilience,3.0,100.0
2015-04-10,http://www.booking.com/region/us/louisiana.en.html?aid=318760&label=msn-JMBApkLOvv0eyKZbH4GFdA-6302348810,Management_Of_Legal_And_Regulatory_Framework,12.0,100.0
2015-04-15,http://www.booking.com/region/cl/chiloe.en.html?aid=318760&label=msn-WHZXFsn3u8f9g3rvFOlA_Q-6302334440,Management_Of_Legal_And_Regulatory_Framework,12.0,36.604722456098706
2015-04-15,http://www.booking.com/hotel/bh/the-domain-bahrian.en.html?aid=330632&label=msn-64Qs4M_zEfsqPue97qJ*qQ-6311144360,Director_Removal,7.0,61.9760479041916
2015-04-15,http://www.booking.com/city/tj/dushanbe-tj.en.html?aid=306742&label=msn-sjsFFKQz*m3oGc01eSRoJA-6309059103,Business_Ethics,0.0,92.5531914893617
2015-04-16,http://www.booking.com/city/tj/dushanbe-tj.en.html?aid=306742&label=msn-TgC*G0RXuBk9fGU7UKqBxw-6309059103,Customer_Welfare,6.0,92.5531914893617
2015-04-16,http://www.booking.com/hotel/bh/the-domain-bahrian.en.html?aid=330632&label=msn-64Qs4M_zEfsqPue97qJ*qQ-6311144359,Director_Removal,7.0,66.1527165932453
2015-04-21,http://www.4-traders.com/news/Italian-Competition-Authority--Commitments-offered-by-Bookingcom-closed-the-investigation-in-Ital--20227101/,Competitive_Behavior,4.0,62.0481927710844
2015-04-21,http://www.expatica.com/fr/news/country-news/Bookingcom-to-loosen-grip-on-hotel-prices-in-France-Italy-Sweden_470785.html,Competitive_Behavior,4.0,26.094138328180893
2015-04-21,http://www.themalaymailonline.com/travel/article/booking.com-to-loosen-grip-on-hotel-prices-in-france-italy-sweden,Competitive_Behavior,4.0,24.036021538652
2015-04-21,http://www.4-traders.com/PRICELINE-GROUP-INC-10413/news/Bookingcom-settles-Antitrust-Complaints-20228942/,Data_Security,1.0,27.011494252873504
2015-04-21,http://www.booking.com/hotel/us/ambassador-inn-manchester.en.html?aid=330632&label=msn-rELENik5Ny7VzJStRyrFgQ-489568869,Director_Removal,7.0,60.45296167247389
2015-04-21,http://www.cio.com.au/article/573123/booking-com-will-no-longer-require-european-hotels-offer-it-better-room-prices/,Data_Security,1.0,53.00029077423859
2015-04-22,http://www.4-traders.com/MARRIOTT-INTERNATIONAL-IN-14633490/news/Bookingcom-to-Create-Free-Websites-for-Small-Hotels-20235466/,Systemic_Risk_Management,18.0,52.785515320334206
2015-04-22,http://www.4-traders.com/news/Italian-Competition-Authority--I779-Commitments-offeresd-by-Bookingcom-closed-the-investigation--20233304/,Competitive_Behavior,4.0,62.0274914089347
2015-04-22,http://computerworld.com.sg/tech/internet/bookingcom-will-no-longer-require-european-hotels-to-offer-it-better-room-prices/,Business_Model_Resilience,3.0,54.12142043961816
2015-04-22,http://www.booking.com/city/us/new-york.en.html?aid=306742&label=msn-EqspE7IUyuI11VKefJoWhQ-8491419953,Business_Model_Resilience,3.0,100.0
2015-04-22,http://www.booking.com/hotel/it/trerose.html?aid=330632&label=msn-GYceYiX5uDRmgsFBO9LnHA-489570745,Management_Of_Legal_And_Regulatory_Framework,12.0,41.1764705882353
2015-04-23,http://www.finanznachrichten.de/nachrichten-2015-04/33487703-booking-com-launches-bookingsuite-introduces-new-groundbreaking-websites-for-property-owners-008.htm,Product_Design_And_Lifecycle_Management,15.0,91.17531054288361
2015-04-24,http://www.travolution.co.uk/articles/2015/04/24/11969/bha-blast-for-booking-com-competition-ruling-in-europe.html,Supply_Chain_Management,17.0,100.0
2015-04-28,http://www.booking.com/hotel/gr/ambassador.en.html?aid=330632&label=msn-rvovpuSb_cBBmUHJq8leIA-456972246,Director_Removal,7.0,83.98058252427191
2015-04-28,http://www.theguardian.com/media/media-blog/2015/apr/28/booking-com-audi-shell-ad-break,Business_Model_Resilience,3.0,70.1207243460765
2015-04-28,http://www.booking.com/hotel/gr/ambassador.en.html?aid=330632&label=msn-rvovpuSb_cBBmUHJq8leIA-456972248,Director_Removal,7.0,85.25641025641029
2015-04-29,http://www.afr.com/lifestyle/travel/bookingcoms-gillian-tans-how-a-travel-executive-travels-20150429-1mpo4n,Customer_Welfare,6.0,68.6915887850468
2015-05-01,http://www.autorentalnews.com/news/story/2015/04/cartrawler-acquires-taxi-booking-company.aspx,Product_Design_And_Lifecycle_Management,15.0,100.0
2015-05-06,http://www.booking.com/city/us/new-york.en.html?aid=306742&label=msn-TiQJPEWJH6DhHWqRPD1dng-8491419954,Business_Model_Resilience,3.0,100.0
2015-05-12,http://www.booking.com/city/pa/panama.en.html?aid=346685&label=msn-WMOfag0cEGHHPfWMpqyOow-6303873832,Product_Design_And_Lifecycle_Management,15.0,100.0
2015-05-14,http://www.zawya.com/story/Radisson_Blu_Martinez_Beirut_Receives_Award_of_Excellence_for_the_Bookingcom_Guest_Review_Awards_2014-ZAWYA20150514101040/,Customer_Privacy,22.0,20.642817657743105
2015-05-20,http://www.booking.com/city/gr/sarti.html?aid=306742&label=msn-z_5IWUM2LBoHMgm7pFE2Xw-5368374025,Customer_Welfare,6.0,100.0
2015-05-22,http://balticbusinessnews.com/article/2015/4/28/booking-com-is-getting-too-powerful-estonian-hotels,Customer_Privacy,22.0,57.125890736342
2015-05-24,http://www.tourism-review.com/german-hotel-association-criticizes-bookingcom-news4570,Competitive_Behavior,4.0,36.7724867724867
2015-05-27,http://www.booking.com/region/us/louisiana.en.html?aid=339464&label=msn-Z3Jl36CvVjDcqXUuHwrxdg-6302343954,Management_Of_Legal_And_Regulatory_Framework,12.0,100.0
