Date,SOURCEURL,Label,N_label,AvgTone
2015-01-21,http://www.traveltrends.biz/ttn555-orbitz-up-for-sale-expedia-to-move-on-travelocity-more-deals-tipped-for-the-online-travel-space/,Systemic_Risk_Management,18.0,79.97601918465229
2015-01-23,http://www.themalaymailonline.com/tech-gadgets/article/online-booking-merges-expedia-inc-buys-travelocity-for-us280m,Business_Model_Resilience,3.0,67.46894409937886
2015-01-23,http://www.baltimoresun.com/news/nation-world/la-fi-expedia-travelocity-20150123-story.html,Product_Design_And_Lifecycle_Management,15.0,70.31559535376707
2015-01-23,http://www.thestreet.com/story/13020951/1/expedia-expe-stock-gains-today-following-travelocity-acquisition.html,Business_Model_Resilience,3.0,99.26108374384235
2015-01-24,http://natmonitor.com/2015/01/24/travelocity-sold-to-expedia-for-280-million/,Competitive_Behavior,4.0,68.73536299765807
2015-01-24,http://www.eturbonews.com/54827/expedia-buys-travelocity-sabre-280-million-cash,Employee_Engagement_Inclusion_And_Diversity,8.0,91.84100418410043
2015-01-24,http://www.techtimes.com/articles/28475/20150124/expedia-travelocity-280m-cash-deal.htm,Business_Model_Resilience,3.0,71.3951252142648
2015-01-24,http://nhv.us/content/15011541-sabre-sells-travelocity-expedia-280-million,Business_Model_Resilience,3.0,75.39682539682543
2015-01-24,http://www.uniongazette.com/technology/expedia-snaps-up-travelocity-in-280m-money-deal-h11452.html,Water_And_Wastewater_Management,20.0,75.21008403361343
2015-01-26,http://www.chinatopix.com/articles/34345/20150126/expedia-acquires-rival-travelocity-for-280m.htm,Competitive_Behavior,4.0,60.465724751439076
2015-01-29,http://www.washingtonpost.com/lifestyle/travel/expedia-acquired-travelocity-how-will-it-affect-you-the-traveler/2015/01/29/56ffe024-a57d-11e4-a7c2-03d37af98440_story.html,Systemic_Risk_Management,18.0,66.61129568106314
2015-02-03,http://www.dailymail.co.uk/money/experts/article-2938469/Expedia-returned-money-holiday-dead-husband-s-account.html?ITO=1490&ns_campaign=1490,Management_Of_Legal_And_Regulatory_Framework,12.0,64.14427157001414
2015-02-05,http://www.marketwatch.com/story/expedias-stock-falls-after-profit-falls-below-expectations-2015-02-05,Systemic_Risk_Management,18.0,80.26634382566586
2015-02-07,http://www.montereyherald.com/business/20150206/expedia-faces-claims-for-at-least-800-million-in-hotel-tax,Management_Of_Legal_And_Regulatory_Framework,12.0,67.65361936283193
2015-02-09,http://www.eturbonews.com/55393/expedia-partners-free-children-adopt-village-verdara-india,Employee_Engagement_Inclusion_And_Diversity,8.0,100.0
2015-02-09,http://money.aol.co.uk/2015/03/11/how-i-took-on-expedia-for-overcharging-me/,Management_Of_Legal_And_Regulatory_Framework,12.0,43.355481727574784
2015-02-11,http://www.nasdaq.com/article/expedias-16-billion-bid-to-rule-the-online-travel-market-cm445452,Systemic_Risk_Management,18.0,55.168492867479856
2015-02-12,http://www.marketwatch.com/story/expedia-to-buy-orbitz-worldwide-in-16-billion-deal-2015-02-12,Systemic_Risk_Management,18.0,57.598784194528854
2015-02-12,http://abc11.com/business/expedia-buying-orbitz-for-about-$133-billion/514626/,Competitive_Behavior,4.0,64.64893068256929
2015-02-12,http://www.zdnet.com/article/expedia-buys-orbitz-for-1-3-billion/,Business_Model_Resilience,3.0,70.83333333333336
2015-02-12,http://www.pcworld.com/article/2883812/google-fear-a-factor-behind-orbitzexpedia-deal.html,Competitive_Behavior,4.0,64.43001443001444
2015-02-12,http://www.chicagotribune.com/business/breaking/ct-orbitz-expedia-consumer-0213-biz-20150212-story.html,Product_Design_And_Lifecycle_Management,15.0,69.87374327799857
2015-02-12,http://techcrunch.com/2015/02/12/expedia-buys-orbitz-for-1-6b-in-cash-to-square-up-to-priceline/,Competitive_Behavior,4.0,69.1326530612245
2015-02-12,http://www.theguardian.com/us-news/2015/feb/12/expedia-buys-rival-orbitz-online-travel-booking,Business_Model_Resilience,3.0,67.52848378615249
2015-02-12,http://www.montereyherald.com/business/20150212/expedia-buys-orbitz-weeks-after-acquiring-travelocity/1,Business_Model_Resilience,3.0,67.23585935490694
2015-02-12,http://www.businesswire.com/news/home/20150212005866/en/Expedia%C2%AE-CruiseShipCenters%C2%AE-Sails-Heights-Record-Year-Franchise,Business_Model_Resilience,3.0,86.88222276862551
2015-02-12,http://www.oregonlive.com/business/index.ssf/2015/02/expedia_to_buy_orbitz_for_133.html,Business_Model_Resilience,3.0,67.77634130575308
2015-02-12,http://finance.yahoo.com/news/online-travel-agency-expedia-buy-205934699.html,Systemic_Risk_Management,18.0,71.16402116402114
2015-02-12,http://time.com/money/3707551/expedia-orbitz-impact-travelers/,Business_Model_Resilience,3.0,61.56377868706635
2015-02-12,http://www.eturbonews.com/55505/expedia-buying-online-rival-orbitz-133-billion,Product_Design_And_Lifecycle_Management,15.0,72.34329001733214
2015-02-12,http://www.japantimes.co.jp/news/2015/02/13/business/expedia-buying-rival-orbitz-1-33-billion/,Management_Of_Legal_And_Regulatory_Framework,12.0,65.96980255516843
2015-02-12,http://www.sltrib.com/home/2174643-155/expedia-to-buy-orbitz-shifts-online,Customer_Privacy,22.0,60.30148057873621
2015-02-12,http://www.dailymail.co.uk/wires/ap/article-2951569/Expedia-buy-Orbitz-shift-online-travel-space.html,Competitive_Behavior,4.0,60.16776817488564
2015-02-12,http://www.sfgate.com/travel/article/Expedia-buys-Orbitz-consolidating-online-travel-6078308.php,Competitive_Behavior,4.0,59.66339185053957
2015-02-12,http://www.chinatopix.com/articles/36972/20150212/expedia-to-acquire-orbitz-in-a-deal-worth-us-1-6-billion.htm,Business_Model_Resilience,3.0,74.55357142857143
2015-02-12,http://www.chicagotribune.com/business/breaking/ct-orbitz-expedia-0213-biz-20150212-story.html,Employee_Engagement_Inclusion_And_Diversity,8.0,77.80338754206723
2015-02-12,http://www.newsmax.com/Newsfront/Expedia-Orbitz-Online-Travel-Agency-flying/2015/02/12/id/624336/,Business_Ethics,0.0,67.67618223158064
2015-02-12,http://news.yahoo.com/expedia-buy-orbitz-1-6-bn-deal-133853485.html,Competitive_Behavior,4.0,73.04147465437786
2015-02-12,http://www.reviewjournal.com/business/online-travel-agency-expedia-buy-rival-orbitz-133-billion,Systemic_Risk_Management,18.0,69.30501930501929
2015-02-13,http://www.computerworld.com/article/2883920/google-fear-a-factor-behind-orbitz-expedia-deal.html,Competitive_Behavior,4.0,63.63791339924993
2015-02-13,http://gulfnews.com/business/tourism/expedia-buys-rival-travel-operator-orbitz-for-1-6b-1.1456386,Business_Model_Resilience,3.0,59.523809523809504
2015-02-13,http://www.centralmaine.com/2015/02/12/expedia-announces-deal-%E2%80%A8to-buy-orbitz-for-1-3-billion/,Competitive_Behavior,4.0,59.38268571727022
2015-02-13,http://www.trivalleycentral.com/casa_grande_dispatch/business_news/expedia-buying-orbitz-shifts-online-travel-space/article_903970ae-b391-11e4-b434-5fa43372602e.html,Product_Design_And_Lifecycle_Management,15.0,63.647876957561635
2015-02-13,https://au.news.yahoo.com/thewest/business/technology/a/26292977/u-s-airlines-hotel-industry-wary-of-expedia-orbitz-merger/,Competitive_Behavior,4.0,61.547344110854496
2015-02-14,http://www.newsmax.com/Finance/Airlines-Hotel-Industry-Expedia-Orbitz/2015/02/14/id/624834/,Competitive_Behavior,4.0,62.25490196078428
2015-02-14,http://www.businesstimes.com.sg/consumer/us-airlines-hotel-industry-wary-of-expedia-orbitz-merger,Competitive_Behavior,4.0,63.23497656015993
2015-02-14,http://www.reviewjournal.com/travel/news/us-airlines-warn-expedia-orbitz-merger-could-hurt-travel-business,Employee_Engagement_Inclusion_And_Diversity,8.0,65.84101382488478
2015-02-14,http://www.businessinsider.com.au/r-us-airlines-hotel-industry-wary-of-expedia-orbitz-merger-2015-2,Competitive_Behavior,4.0,62.87549296916978
2015-02-14,http://www.slate.com/articles/podcasts/slate_money/2015/02/slate_money_on_greece_expedia_and_fifty_shades_of_grey.html,Competitive_Behavior,4.0,82.2234156820623
2015-02-15,http://www.menafn.com/1094105326/US-Expedia-to-acquire-Orbitz-Worldwide-for-USD16b,Competitive_Behavior,4.0,55.90318772136954
2015-02-17,http://www.wallstreetscope.com/morning-eye-catchers-platform-specialty-products-corporation-pah-alaska-air-group-inc-alk-support-com-inc-sprt-expedia-inc-expe-palo-alto-networks-inc-panw/25168897/,Customer_Privacy,22.0,71.84359982525122
2015-02-17,http://www.tnooz.com/article/expedia-airasia-increase-stake-75-percent/,Business_Model_Resilience,3.0,75.44960977265013
2015-02-17,http://www.eturbonews.com/55664/expedia-increases-ownership-airasia-expedia-joint-venture,Customer_Privacy,22.0,71.32797003382893
2015-02-17,http://www.travolution.co.uk/articles/2015/02/17/11710/expedia-to-buy-quarter-share-in-airasia-joint-venture.html,Supply_Chain_Management,17.0,77.96136248093542
2015-02-19,http://www.philstar.com/business/2015/02/20/1425549/airasia-forges-share-purchase-agreement-expedia,Product_Design_And_Lifecycle_Management,15.0,84.965034965035
2015-02-19,http://www.ch-aviation.com/portal/news/35285-airasia-bhd-to-sell-25-stake-in-aae-travel-to-expedia,Business_Model_Resilience,3.0,66.84636118598387
2015-02-20,http://www.geekwire.com/2015/new-york-times-turns-to-leaders-from-facebook-and-expedia-to-fill-board-seats/,Business_Model_Resilience,3.0,59.65250965250964
2015-02-24,http://adland.tv/commercials/expedia-au-somewhere-over-rainbow-2015-60-australia,Employee_Engagement_Inclusion_And_Diversity,8.0,76.45502645502643
2015-02-25,http://www.gurufocus.com/news/318509/airasia-divests-25-stake-in-aae-travel-to-expedia,Competitive_Behavior,4.0,63.13025210084036
2015-02-26,http://www.ibtimes.com/google-inc-announces-phase-one-its-plan-kill-travel-sites-expedia-inc-1828876,Competitive_Behavior,4.0,46.98613622664257
2015-02-27,http://www.finanznachrichten.de/nachrichten-2015-02/32949012-expedia-affiliate-network-identifies-itb-berlin-as-a-key-show-to-new-growth-and-strengthened-relationships-with-partners-008.htm,Business_Model_Resilience,3.0,65.87740408854714
2015-03-01,http://www.newcastlestar.com.au/story/2903733/wotif-raises-commission-rates-in-wake-of-expedia-takeover/?cs=4139,Competitive_Behavior,4.0,42.68337296506314
2015-03-03,http://www.cp24.com/lifestyle/travel/expedia-buying-travel-website-rival-orbitz-for-about-1-33-billion-1.2232707,Systemic_Risk_Management,18.0,43.5064935064935
2015-03-04,http://www.usatoday.com/story/travel/columnist/mcgee/2015/03/04/airline-mergers-expedia-orbitz/24319965/,Competitive_Behavior,4.0,48.425527448304855
2015-03-05,http://www.travelpulse.com/news/destinations/expedia-releases-2016-spring-break-airline-ticket-trends.html,Customer_Privacy,22.0,56.802721088435426
2015-03-08,"http://www.ctnow.com/news/nationworld/ct-orbitz-expedia-0213-biz-20150212,0,5256623.story",Management_Of_Legal_And_Regulatory_Framework,12.0,60.41232819658472
2015-03-10,http://finance.yahoo.com/news/expedia-takes-decolar-com-stake-200735820.html,Business_Model_Resilience,3.0,56.093825724880816
2015-03-11,http://gadgets.ndtv.com/internet/news/expedia-takes-decolarcom-stake-as-it-deepens-latin-america-ties-669281,Business_Model_Resilience,3.0,52.05254515599342
2015-03-11,http://www.nasdaq.com/article/expedia-plans-to-acquire-orbitz-how-will-the-various-stakeholders-be-impacted-cm453735,Systemic_Risk_Management,18.0,46.72346002621236
2015-03-13,http://www.xconomy.com/seattle/2015/03/13/seattle-roundup-spaceflight-industries-expedia-magicflix-more/,Business_Model_Resilience,3.0,68.2215743440233
2015-03-16,http://skift.com/2016/03/15/challenges-in-travel-booking-2016-expedia/,Business_Model_Resilience,3.0,56.642458595341424
2015-03-20,http://blogs.leaderpost.com/2015/03/19/expedia-ca-poll-shows-canadians-associate-vacationing-with-their-overall-happiness/,Business_Model_Resilience,3.0,89.35458480913022
2015-03-23,http://www.gaystarnews.com/article/expedia-uses-same-sex-couple-advert-twitter-homophobes-respond-hate230315,Employee_Engagement_Inclusion_And_Diversity,8.0,53.577390889577856
2015-03-23,http://gulfnews.com/business/sectors/tourism/expedia-buys-rival-travel-operator-orbitz-for-1-6b-1.1456386,Business_Model_Resilience,3.0,64.28571428571429
2015-03-27,http://www.geekwire.com/2015/federal-judge-threatens-to-fine-expedia-1000-a-day-in-bag-fee-lawsuit/,Management_Of_Legal_And_Regulatory_Framework,12.0,20.63145723573714
2015-03-27,http://www.caribbeannewsnow.com/headline-Expedia-reports-major-developments-for-Haiti-25402.html,Customer_Privacy,22.0,81.96459306614207
2015-04-01,http://www.todayonline.com/lifestyle/travel/how-expedia-tripadvisor-and-skyscanner-singapore-offices-make-you-want-travel-all,Customer_Privacy,22.0,70.02670226969292
2015-04-01,http://www.geekwire.com/2015/expedia-reportedly-re-locating-to-former-amgen-campus-in-seattle/,Business_Model_Resilience,3.0,50.0
2015-04-02,http://www.geekwire.com/2015/seattle-vs-the-eastside-whats-driving-expedias-big-regional-relocation/,Business_Model_Resilience,3.0,67.06484641638228
2015-04-02,http://www.areadevelopment.com/newsItems/4-2-2015/expedia-headquarters-seattle-washington354663.shtml,Employee_Engagement_Inclusion_And_Diversity,8.0,90.81632653061227
2015-04-02,http://blog.seattlepi.com/seattlepolitics/2015/04/02/expedia-latest-big-employer-to-make-beline-for-liberal-seattle/,Employee_Engagement_Inclusion_And_Diversity,8.0,50.0
2015-04-02,http://www.wallstreetscope.com/morning-hot-watch-list-cabot-oil-gas-corporation-cog-texas-instruments-inc-txn-expedia-inc-expe-target-corp-tgt-harmony-gold-mining-company-limited-hmy/25227178/,Customer_Privacy,22.0,60.32204789430222
2015-04-03,http://crosscut.com/2015/04/the-dark-side-of-expedias-move-to-seattle/,Employee_Engagement_Inclusion_And_Diversity,8.0,56.39832480223357
2015-04-03,http://wtexas.com/content/15042610-expedia-move-corporate-headquarters-bellevue-seattle,Business_Ethics,0.0,54.54955417794065
2015-04-03,http://sfvbj.com/news/2015/apr/02/expedia-buys-amgen-offices-seattle/,Labor_Practices,11.0,49.44189346610507
2015-04-04,http://www.traveldailymedia.com/220107/expedia-buys-seattle-waterfront-hq-for-us230m/,Data_Security,1.0,45.31728265338754
2015-04-16,http://cruise.expedia.com/Search5.aspx,Employee_Engagement_Inclusion_And_Diversity,8.0,71.19542178889364
2015-04-23,http://www.dominicantoday.com/dr/business-and-pleasure/2015/4/23/54883/Expedia-names-Dominican-Republic-2014-Leader-in-Caribbean-Travel-Demand,Business_Model_Resilience,3.0,76.45502645502643
2015-04-23,http://www.tnooz.com/article/tripsbytips-splits-community-platform-sold-to-expedia-mairdumont-picks-up-b2b-business/,Business_Model_Resilience,3.0,59.944511048460136
2015-04-24,http://www.zawya.com/story/Expedia_reveals_top_outbound_markets_for_UAE_residents-ZAWYA20150424063858/,Customer_Privacy,22.0,69.21061823262315
2015-04-24,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia--App-Now-Available-on-Apple-Watch-20250007/,Customer_Privacy,22.0,63.948025253266785
2015-04-24,http://www.africanbusinessreview.co.za/marketing/1917/Expedia-Summit:-make-Africa-your-destination,Product_Design_And_Lifecycle_Management,15.0,82.90375651220178
2015-04-24,http://www.prnewswire.co.uk/news-releases/expedia-affiliate-network-to-attend-arabian-travel-market-in-dubai-502099971.html,Business_Model_Resilience,3.0,54.6382189239332
2015-04-24,http://www.finanznachrichten.de/nachrichten-2015-05/33587685-expedia-affiliate-network-to-attend-arabian-travel-market-in-dubai-008.htm,Business_Model_Resilience,3.0,54.7080248943603
2015-04-26,http://www.traveldailymedia.com/220972/egypt-leads-on-expedias-outbound-list-for-uae-residents/,Data_Security,1.0,54.608294930875566
2015-04-30,https://in.news.yahoo.com/online-travel-services-company-expedias-revenue-jumps-38-201711243--sector.html,Systemic_Risk_Management,18.0,57.40403078373794
2015-04-30,http://www.dominicantoday.com/dr/tourism/2015/4/30/54947/Travel-demand-to-Dominican-Republic-jumps-45-in-2014-Expedia,Product_Design_And_Lifecycle_Management,15.0,67.50168338926078
2015-05-01,http://gadgets.ndtv.com/internet/news/expedia-posts-better-than-expected-profit-on-jump-in-bookings-687738,Systemic_Risk_Management,18.0,65.03092074723007
2015-05-01,http://www.finanznachrichten.de/nachrichten-2015-05/33664852-expedia-affiliate-network-expands-attendance-at-phocuswright-to-include-dublin-event-008.htm,Business_Model_Resilience,3.0,58.19882322772493
2015-05-04,http://news.lycos.com/technology/expedia-shares-soar-on-strong-bookings-despite-strong-us-dollar-c8c966601787d44665f3c4287db3fb48/,Customer_Privacy,22.0,53.353454057679365
2015-05-04,http://www.nasdaq.com/article/expedia-inc-earnings-flying-high-with-acquisitions-cm472702,Systemic_Risk_Management,18.0,53.65052324166465
2015-05-05,http://www.nasdaq.com/article/the-zacks-analyst-blog-highlights-apple-expedia-twitter-and-microsoft-press-releases-cm473016,Systemic_Risk_Management,18.0,64.78469783773794
2015-05-07,http://e27.co/duetto-wants-to-arm-hoteliers-against-disruption-by-priceline-expedia-20150507/,Customer_Privacy,22.0,51.46570256009378
2015-05-08,http://www.webintravel.com/the-skys-the-limit-for-booking-and-expedia-as-they-ramp-up-in-asia/,Business_Model_Resilience,3.0,55.25854513584577
2015-05-15,http://www.cbc.ca/news/canada/british-columbia/expedia-best-price-guarantee-not-honoured-alleges-vancouver-lawyer-1.3074932,Competitive_Behavior,4.0,46.60395957340568
