Date,SOURCEURL,Label,N_label,AvgTone
2015-01-04,http://nypost.com/2015/01/04/city-is-waging-a-war-against-airbnb-renters-property-owners/,Business_Ethics,0.0,53.18167356029272
2015-01-04,http://www.sfgate.com/bayarea/article/Airbnb-for-bikes-wants-cyclists-to-rent-out-5993576.php,Product_Design_And_Lifecycle_Management,15.0,67.82531518875514
2015-01-05,http://www.4029tv.com/money/travel/yearbnb-traveler-man-who-lives-in-airbnbs/30526164,Customer_Privacy,22.0,70.12934650030999
2015-01-05,http://abc11.com/technology/airbnb-town-hall-meeting-held-in-raleigh/462590/,Air_Quality,21.0,58.95121674878736
2015-01-05,http://betabeat.com/2015/01/airbnb-opens-investigation-into-host-who-secretly-spied-on-guests-with-hidden-cameras/,Competitive_Behavior,4.0,62.1951219512195
2015-01-05,http://charlotte.twcnews.com/content/news/triangle/715524/town-hall-meeting-focuses-on-legality-of-airbnb-in-raleigh/,Business_Model_Resilience,3.0,70.84122773777943
2015-01-07,http://www.tnooz.com/article/airbnb-amsterdam-tax-collection/,Management_Of_Legal_And_Regulatory_Framework,12.0,75.77319587628864
2015-01-10,http://www.sfgate.com/business/article/Uber-Lyft-Airbnb-harness-users-to-lobby-6005562.php,Management_Of_Legal_And_Regulatory_Framework,12.0,82.71960958296364
2015-01-11,http://www.bostonherald.com/business/business_markets/2015/01/city_eyes_rules_for_airbnb,Management_Of_Legal_And_Regulatory_Framework,12.0,64.76906552094522
2015-01-12,http://www.news.com.au/finance/real-estate/you-can-even-rent-an-igloo-or-a-lighthouse-and-choose-from-many-boathouses-on-airbnb-and-queenslanders-are-embracing-it-in-their-droves/story-fndbalka-1227178518037,Access_And_Affordability,2.0,85.82986592695329
2015-01-16,http://techcrunch.com/2015/01/16/airbnb-65-million-in-ny/,Management_Of_Legal_And_Regulatory_Framework,12.0,74.74767080745343
2015-01-19,http://www.nydailynews.com/blogs/dailypolitics/controller-scott-stringer-voices-concerns-airbnb-blog-entry-1.2084026,Waste_And_Hazardous_Materials_Management,19.0,69.70443349753694
2015-01-19,http://www.sfgate.com/business/article/Airbnb-hosts-must-appear-in-person-to-comply-with-6025767.php,Labor_Practices,11.0,58.92857142857143
2015-01-19,http://www.sacurrent.com/sanantonio/no-rules-will-san-antonio-regulate-airbnb-and-homeaway/Content?oid=2397765,Management_Of_Legal_And_Regulatory_Framework,12.0,54.539951573849855
2015-01-19,http://www.usatoday.com/story/tech/2015/01/19/airbnb-illegalhotels-nyc-renters/21999177/,Labor_Practices,11.0,60.50420168067229
2015-01-20,http://www.buzzfeed.com/johanabhuiyan/nyc-council-members-take-airbnb-to-task-at-oversight-hearing,Systemic_Risk_Management,18.0,65.10426817384528
2015-01-20,http://qz.com/329735/airbnb-will-soon-be-booking-more-rooms-than-the-worlds-largest-hotel-chains/,Systemic_Risk_Management,18.0,53.85059684251059
2015-01-20,http://www.dailymail.co.uk/travel/travel_news/article-2918054/New-Airbnb-inspired-app-called-Airpnp-shows-closest-toilet-available-price-use-it.html,Employee_Health_And_Safety,9.0,68.57968620974401
2015-01-20,http://www.nydailynews.com/news/national/city-controller-airbnb-poses-concerns-city-article-1.2084690,Waste_And_Hazardous_Materials_Management,19.0,68.38880041927878
2015-01-20,http://nypost.com/2015/01/20/despite-a-purge-illegal-airbnb-rentals-are-on-the-rise/,Management_Of_Legal_And_Regulatory_Framework,12.0,57.572595876134
2015-01-20,http://www.csmonitor.com/USA/Politics/2015/0120/Airbnb-could-pose-threat-to-New-York-City-s-affordable-housing-video,Management_Of_Legal_And_Regulatory_Framework,12.0,62.77996795371064
2015-01-20,http://www.amny.com/news/beyond-airbnb-home-exchanges-worth-checking-out-1.9822425,Competitive_Behavior,4.0,76.76264304171279
2015-01-20,http://myfox8.com/2015/01/20/app-developers-launch-airpnp-just-like-airbnb-but-for-toilets/,Employee_Health_And_Safety,9.0,61.45912910618792
2015-01-20,http://wtexas.com/content/15011753-scott-stringer-talks-about-airbnb,Business_Ethics,0.0,65.97444089456872
2015-01-20,http://www.usatoday.com/story/tech/2015/01/20/airbnb-cityhall-nyc-housing/22053589/,Systemic_Risk_Management,18.0,59.80392156862743
2015-01-20,http://www.sfgate.com/business/article/Pillow-lands-2-65-million-to-help-Airbnb-hosts-6025818.php,Competitive_Behavior,4.0,74.33862433862436
2015-01-20,http://www.dailyadvertiser.com.au/story/3675346/airbnb-hosts-booming/,Access_And_Affordability,2.0,90.65040650406507
2015-01-20,http://www.dailymail.co.uk/news/article-2917810/Airbnb-landlord-accuses-guests-carrying-12-000-damage-mountain-cabin-drug-fuelled-fights-holidays.html,Critical_Incident_Risk_Management,5.0,59.807126511932005
2015-01-20,http://www.myfoxny.com/story/27894450/lawmakers-look-at-how-airbnb-affects-nyc-housing-economy,Access_And_Affordability,2.0,58.72431495134885
2015-01-20,http://www.theguardian.com/technology/2015/jan/20/new-york-city-council-hearing-airbnb-short-term-rentals,Systemic_Risk_Management,18.0,65.48501257113149
2015-01-21,http://www.theverge.com/2015/1/21/7865959/airbnb-under-fire-new-york-city-city-council,Systemic_Risk_Management,18.0,65.21460602178092
2015-01-21,http://www.chron.com/business/real-estate/article/Airbnb-strikes-back-with-new-report-about-its-6774362.php,Employee_Health_And_Safety,9.0,29.423868312757218
2015-01-21,http://www.santacruzsentinel.com/business/20160120/study-airbnb-landlords-rent-out-properties-full-time,Competitive_Behavior,4.0,33.1114643353865
2015-01-21,http://www.theverge.com/2015/1/21/7868347/airbnb-taking-over-san-francisco-map-anti-eviction-project,Management_Of_Legal_And_Regulatory_Framework,12.0,65.39408866995072
2015-01-21,http://www.sfgate.com/technology/slideshow/Warning-signs-on-Airbnb-101480.php,Customer_Privacy,22.0,69.84126984126986
2015-01-21,http://nypost.com/2015/01/21/neighbors-complaints-to-311-over-airbnb-are-on-the-rise/,Systemic_Risk_Management,18.0,71.42857142857143
